               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.036788,            0.074199,            0.000628,             0.98022,             0.91435,             0.95454,             0.83457,             0.02773,            0.032669,          0.00027032,            0.005116,            0.005116,            0.005116
                 150,            0.036883,             0.07365,          0.00063165,             0.97904,             0.91259,             0.95457,             0.83211,            0.027789,            0.032722,           0.0002738,            0.005083,            0.005083,            0.005083
                 151,            0.036978,            0.074668,          0.00064547,             0.97612,             0.91662,             0.95398,              0.8327,            0.027868,            0.032974,          0.00027585,             0.00505,             0.00505,             0.00505
                 152,            0.036828,            0.073583,          0.00066347,             0.97994,             0.91552,             0.95394,             0.83683,            0.027694,            0.032799,          0.00027962,            0.005017,            0.005017,            0.005017
                 153,            0.036595,            0.073263,          0.00063726,             0.97705,             0.91832,             0.95766,             0.83679,            0.027723,            0.032402,          0.00027518,            0.004984,            0.004984,            0.004984
                 154,            0.036685,             0.07316,          0.00062824,             0.97841,             0.91708,             0.95467,             0.83659,            0.027695,            0.032257,          0.00028133,            0.004951,            0.004951,            0.004951
                 155,            0.036662,            0.073481,          0.00066138,             0.97858,             0.91975,             0.95477,             0.83618,            0.027596,            0.032272,          0.00027394,            0.004918,            0.004918,            0.004918
                 156,            0.036453,            0.072971,          0.00063787,             0.97839,             0.91778,             0.95691,             0.83723,            0.027596,            0.032204,          0.00026879,            0.004885,            0.004885,            0.004885
                 157,            0.036468,            0.073414,          0.00061716,             0.97861,             0.91511,             0.95644,             0.83693,            0.027702,            0.032455,           0.0002831,            0.004852,            0.004852,            0.004852
                 158,            0.036671,            0.073492,          0.00062942,             0.97292,             0.91698,             0.95582,             0.83451,            0.027696,            0.032379,          0.00028386,            0.004819,            0.004819,            0.004819
                 159,            0.036319,            0.072987,          0.00063413,             0.97518,             0.91629,             0.95517,             0.83393,            0.027733,             0.03273,           0.0002789,            0.004786,            0.004786,            0.004786
                 160,            0.036527,            0.073044,          0.00061666,             0.97308,             0.91993,             0.95373,             0.83624,            0.027656,            0.033005,          0.00028219,            0.004753,            0.004753,            0.004753
                 161,            0.036695,            0.073144,           0.0006178,             0.97913,             0.91842,             0.95395,             0.83627,            0.027622,            0.032944,          0.00028319,             0.00472,             0.00472,             0.00472
                 162,            0.036514,            0.073013,          0.00062825,             0.97624,             0.91805,             0.95413,             0.83474,            0.027629,            0.033096,          0.00027161,            0.004687,            0.004687,            0.004687
                 163,            0.036263,             0.07303,          0.00061015,             0.98403,             0.91911,             0.95349,             0.83679,            0.027572,            0.032753,          0.00028586,            0.004654,            0.004654,            0.004654
                 164,            0.036482,            0.072696,          0.00061122,             0.97923,             0.91866,             0.95422,             0.83716,            0.027587,              0.0327,          0.00028305,            0.004621,            0.004621,            0.004621
                 165,            0.036342,            0.072668,          0.00061357,              0.9813,              0.9174,             0.95434,             0.83926,            0.027596,            0.032402,          0.00026932,            0.004588,            0.004588,            0.004588
                 166,            0.036358,            0.072755,          0.00061942,              0.9792,              0.9182,             0.95497,             0.83848,            0.027597,            0.032669,          0.00026522,            0.004555,            0.004555,            0.004555
                 167,            0.036341,            0.072652,          0.00061905,             0.97901,             0.91977,             0.95519,             0.83993,            0.027497,            0.032097,          0.00025997,            0.004522,            0.004522,            0.004522
                 168,            0.036166,             0.07193,          0.00059726,             0.97914,             0.92048,             0.95718,             0.83909,            0.027497,            0.032166,          0.00025797,            0.004489,            0.004489,            0.004489
                 169,            0.036127,            0.072284,          0.00060315,             0.97707,             0.92359,             0.95573,             0.83959,             0.02753,            0.032059,          0.00026064,            0.004456,            0.004456,            0.004456
                 170,            0.036394,            0.072266,          0.00059418,             0.97764,              0.9211,             0.95768,             0.83974,            0.027552,            0.031914,          0.00025616,            0.004423,            0.004423,            0.004423
                 171,            0.036424,            0.072239,          0.00061044,             0.97705,              0.9203,             0.95838,              0.8406,            0.027466,            0.031876,          0.00024743,             0.00439,             0.00439,             0.00439
                 172,            0.036134,            0.071825,            0.000594,             0.97754,             0.91899,             0.95556,             0.83691,             0.02753,            0.031937,           0.0002533,            0.004357,            0.004357,            0.004357
                 173,            0.036154,            0.072206,          0.00061932,             0.97551,             0.92072,             0.95824,              0.8383,            0.027496,            0.032211,          0.00026007,            0.004324,            0.004324,            0.004324
                 174,            0.036197,            0.072088,          0.00060865,             0.97868,             0.91948,             0.95631,             0.83831,            0.027413,             0.03228,          0.00026112,            0.004291,            0.004291,            0.004291
                 175,            0.036226,              0.0718,          0.00057987,             0.97697,             0.92048,             0.95654,             0.83995,            0.027422,            0.032158,          0.00025582,            0.004258,            0.004258,            0.004258
                 176,            0.036296,            0.072052,          0.00058854,             0.97866,             0.92342,             0.95902,             0.84038,            0.027413,            0.032059,          0.00025883,            0.004225,            0.004225,            0.004225
                 177,            0.035997,            0.071644,          0.00058953,             0.97797,             0.92054,             0.95895,             0.84069,            0.027443,            0.032036,          0.00025568,            0.004192,            0.004192,            0.004192
                 178,             0.03604,            0.071659,          0.00060229,             0.97822,             0.91962,             0.95771,             0.83848,            0.027437,            0.032188,          0.00025682,            0.004159,            0.004159,            0.004159
                 179,             0.03601,            0.071745,          0.00058258,             0.97827,              0.9173,             0.95538,             0.83675,            0.027503,            0.032417,           0.0002511,            0.004126,            0.004126,            0.004126
                 180,            0.036052,            0.071513,          0.00059225,             0.97765,              0.9182,             0.95538,             0.83835,            0.027566,            0.032562,          0.00025158,            0.004093,            0.004093,            0.004093
                 181,            0.035876,            0.070977,          0.00059689,              0.9769,             0.91577,             0.95402,             0.83917,            0.027454,            0.032387,          0.00024838,             0.00406,             0.00406,             0.00406
                 182,            0.036001,            0.071029,          0.00058896,             0.97612,             0.91674,             0.95383,             0.83893,            0.027501,             0.03196,          0.00024734,            0.004027,            0.004027,            0.004027
                 183,            0.035449,            0.070619,          0.00059079,             0.97675,             0.91931,             0.95611,             0.84078,            0.027408,            0.031784,          0.00024662,            0.003994,            0.003994,            0.003994
                 184,            0.035878,            0.070765,          0.00058418,             0.97633,             0.92155,             0.95554,             0.84234,            0.027393,            0.031708,          0.00025287,            0.003961,            0.003961,            0.003961
                 185,            0.035874,            0.070805,          0.00056588,             0.97791,             0.91963,             0.95519,             0.84186,            0.027381,            0.031715,          0.00025392,            0.003928,            0.003928,            0.003928
                 186,            0.035834,            0.071123,          0.00057678,             0.97823,             0.91935,             0.95535,              0.8411,             0.02733,            0.031891,          0.00025387,            0.003895,            0.003895,            0.003895
                 187,            0.035866,            0.070906,          0.00059751,             0.97606,             0.92149,             0.95457,             0.84129,            0.027294,            0.032234,          0.00025206,            0.003862,            0.003862,            0.003862
                 188,            0.035628,            0.070524,          0.00058126,             0.97491,             0.92107,             0.95499,             0.84173,            0.027343,            0.032219,           0.0002512,            0.003829,            0.003829,            0.003829
                 189,            0.035886,             0.07064,           0.0005709,             0.97413,             0.92097,             0.95473,             0.84099,            0.027312,            0.032211,          0.00025015,            0.003796,            0.003796,            0.003796
                 190,            0.035897,            0.070705,          0.00059098,             0.97601,             0.92255,             0.95458,             0.84117,            0.027367,            0.032166,          0.00025067,            0.003763,            0.003763,            0.003763
                 191,            0.035776,            0.070665,          0.00058853,             0.97752,             0.91921,             0.95475,             0.84169,            0.027366,            0.032196,          0.00024581,             0.00373,             0.00373,             0.00373
                 192,            0.035579,            0.069897,          0.00055219,              0.9754,              0.9206,             0.95516,              0.8441,            0.027282,            0.031944,          0.00024614,            0.003697,            0.003697,            0.003697
                 193,            0.035669,            0.070348,          0.00054458,             0.97877,             0.92332,             0.95748,             0.84372,            0.027282,            0.031906,          0.00024543,            0.003664,            0.003664,            0.003664
                 194,            0.035474,            0.070218,          0.00056326,             0.97878,             0.92093,             0.95794,             0.84415,            0.027332,            0.031906,          0.00024447,            0.003631,            0.003631,            0.003631
                 195,            0.035497,            0.069776,          0.00058821,             0.97657,             0.92068,             0.95842,             0.84418,            0.027371,            0.032066,          0.00024185,            0.003598,            0.003598,            0.003598
                 196,            0.035598,             0.06999,          0.00057867,             0.97835,             0.92197,             0.96219,              0.8467,            0.027355,            0.032005,          0.00023894,            0.003565,            0.003565,            0.003565
                 197,            0.035518,              0.0697,          0.00055443,             0.97721,             0.92409,             0.95819,             0.84344,            0.027398,            0.032143,          0.00024104,            0.003532,            0.003532,            0.003532
                 198,            0.035387,            0.069777,          0.00055133,             0.97635,             0.92376,             0.95589,             0.84181,             0.02735,            0.032158,          0.00023675,            0.003499,            0.003499,            0.003499
                 199,            0.035461,             0.06966,          0.00055124,             0.97808,              0.9249,             0.95499,             0.84236,            0.027349,            0.032104,          0.00023699,            0.003466,            0.003466,            0.003466
                 200,            0.035262,            0.069521,          0.00056787,             0.97803,             0.92563,             0.95577,             0.84193,            0.027338,             0.03199,          0.00023832,            0.003433,            0.003433,            0.003433
                 201,            0.035427,            0.069559,          0.00058395,             0.97746,             0.92543,             0.95746,             0.84209,            0.027323,            0.031998,          0.00023947,              0.0034,              0.0034,              0.0034
                 202,            0.035446,            0.069084,          0.00054688,             0.97686,             0.92469,             0.95709,             0.84145,            0.027363,            0.032097,          0.00023475,            0.003367,            0.003367,            0.003367
                 203,            0.035261,             0.06903,          0.00055477,              0.9763,             0.92838,              0.9584,             0.84327,            0.027267,            0.031914,          0.00023284,            0.003334,            0.003334,            0.003334
                 204,             0.03528,             0.06878,          0.00052705,             0.97677,             0.92586,              0.9573,             0.84255,            0.027248,            0.032043,          0.00022964,            0.003301,            0.003301,            0.003301
                 205,            0.035144,            0.069089,          0.00056368,             0.97632,              0.9263,             0.95741,             0.84322,            0.027169,            0.031921,           0.0002255,            0.003268,            0.003268,            0.003268
                 206,            0.035131,            0.069287,          0.00055115,             0.97782,             0.92467,             0.95639,             0.84274,            0.027205,            0.032051,          0.00022349,            0.003235,            0.003235,            0.003235
                 207,            0.035161,            0.068642,          0.00054604,             0.97713,             0.92359,             0.95553,             0.84322,            0.027182,            0.032074,          0.00022206,            0.003202,            0.003202,            0.003202
                 208,            0.035152,            0.068593,          0.00055606,             0.97677,             0.92321,             0.95499,             0.84174,            0.027159,            0.032089,          0.00022302,            0.003169,            0.003169,            0.003169
                 209,            0.035121,            0.068655,          0.00054526,             0.97807,             0.92485,             0.95421,             0.84175,            0.027161,            0.032158,          0.00022812,            0.003136,            0.003136,            0.003136
                 210,            0.035139,            0.068448,          0.00053912,              0.9785,             0.92484,             0.95373,             0.84259,            0.027121,            0.032143,          0.00022569,            0.003103,            0.003103,            0.003103
                 211,            0.034974,            0.068345,          0.00055535,             0.97847,             0.92334,             0.95465,             0.84354,            0.027118,            0.032204,          0.00022521,             0.00307,             0.00307,             0.00307
                 212,            0.034953,            0.068365,          0.00054113,             0.97891,             0.92381,             0.95547,             0.84278,            0.027174,            0.032318,          0.00022421,            0.003037,            0.003037,            0.003037
                 213,            0.035084,            0.068161,          0.00051477,             0.97932,             0.92282,             0.95584,             0.84243,            0.027161,            0.032364,          0.00022464,            0.003004,            0.003004,            0.003004
                 214,            0.034984,            0.067776,          0.00051499,             0.98007,             0.92096,             0.95495,             0.84249,            0.027146,            0.032288,          0.00022254,            0.002971,            0.002971,            0.002971
                 215,            0.034971,            0.068305,          0.00053119,             0.97817,             0.92379,             0.95461,             0.84157,             0.02715,            0.032196,          0.00022197,            0.002938,            0.002938,            0.002938
                 216,            0.035187,            0.068257,          0.00053354,             0.97972,             0.92306,             0.95457,             0.84292,             0.02711,            0.031944,           0.0002214,            0.002905,            0.002905,            0.002905
                 217,            0.034787,            0.068034,          0.00053945,             0.98221,             0.92327,              0.9556,             0.84402,            0.027123,            0.031975,           0.0002193,            0.002872,            0.002872,            0.002872
                 218,            0.034828,            0.068043,           0.0005114,             0.98053,             0.92196,             0.95435,             0.84365,            0.027131,            0.032013,          0.00021234,            0.002839,            0.002839,            0.002839
                 219,            0.034663,            0.067914,          0.00052178,             0.97804,              0.9231,             0.95502,             0.84529,            0.027105,            0.031921,          0.00020852,            0.002806,            0.002806,            0.002806
                 220,            0.034782,            0.067281,          0.00051264,             0.97841,             0.92073,             0.95507,             0.84513,            0.027129,             0.03199,          0.00020819,            0.002773,            0.002773,            0.002773
                 221,            0.034614,            0.067205,          0.00051492,             0.97886,             0.92139,             0.95547,             0.84503,            0.027116,            0.032028,          0.00020723,             0.00274,             0.00274,             0.00274
                 222,            0.034603,            0.067022,          0.00049924,             0.98005,               0.924,             0.95631,              0.8464,            0.027108,             0.03196,          0.00020504,            0.002707,            0.002707,            0.002707
                 223,            0.034581,            0.067721,          0.00051375,             0.97853,             0.92565,             0.95571,             0.84556,            0.027075,            0.031967,          0.00020466,            0.002674,            0.002674,            0.002674
                 224,            0.034663,            0.067188,          0.00048476,             0.97719,             0.92511,             0.95625,             0.84526,            0.027041,             0.03196,          0.00020485,            0.002641,            0.002641,            0.002641
                 225,            0.034425,            0.066963,          0.00052431,             0.97554,             0.92354,             0.95615,             0.84505,            0.027045,             0.03199,          0.00020242,            0.002608,            0.002608,            0.002608
                 226,            0.034487,            0.066978,          0.00048691,              0.9758,             0.92608,              0.9568,             0.84602,            0.027044,            0.031975,          0.00020032,            0.002575,            0.002575,            0.002575
                 227,             0.03466,            0.067463,          0.00053028,             0.97622,             0.92478,             0.95608,             0.84572,            0.027081,            0.032097,          0.00020256,            0.002542,            0.002542,            0.002542
                 228,            0.034643,            0.066613,          0.00049287,              0.9768,             0.92531,             0.95554,             0.84477,            0.027096,             0.03212,          0.00020223,            0.002509,            0.002509,            0.002509
                 229,            0.034736,            0.067089,          0.00050074,             0.97644,             0.92501,             0.95512,             0.84418,             0.02712,            0.032143,          0.00020237,            0.002476,            0.002476,            0.002476
                 230,            0.034529,            0.066641,          0.00048924,             0.97805,             0.92702,             0.95563,             0.84368,            0.027123,            0.032112,          0.00020185,            0.002443,            0.002443,            0.002443
                 231,            0.034353,             0.06641,          0.00051863,             0.97609,             0.92788,             0.95464,             0.84424,            0.027124,            0.032059,          0.00020285,             0.00241,             0.00241,             0.00241
                 232,            0.034585,            0.066653,          0.00049409,             0.97612,             0.92936,             0.95539,             0.84451,            0.027097,            0.031929,          0.00020161,            0.002377,            0.002377,            0.002377
                 233,            0.034428,            0.066105,          0.00050581,             0.97651,             0.92766,             0.95557,             0.84482,            0.027093,            0.031952,           0.0002008,            0.002344,            0.002344,            0.002344
                 234,             0.03447,             0.06634,          0.00049208,             0.97655,             0.92843,             0.95505,             0.84509,            0.027089,             0.03199,          0.00020051,            0.002311,            0.002311,            0.002311
                 235,             0.03435,            0.066318,          0.00050239,             0.97761,             0.92734,             0.95436,             0.84397,            0.027085,            0.031998,          0.00020056,            0.002278,            0.002278,            0.002278
                 236,            0.034448,            0.065532,          0.00048205,             0.97772,             0.92817,             0.95458,             0.84502,            0.027084,            0.031952,          0.00019951,            0.002245,            0.002245,            0.002245
                 237,            0.034283,            0.065819,          0.00048778,             0.97694,             0.92784,             0.95407,             0.84472,            0.027095,            0.031906,          0.00019865,            0.002212,            0.002212,            0.002212
                 238,            0.033981,            0.065587,           0.0004874,             0.97776,             0.92766,              0.9544,             0.84461,            0.027091,             0.03186,          0.00019803,            0.002179,            0.002179,            0.002179
                 239,            0.034109,            0.065648,          0.00047598,             0.97767,             0.92757,             0.95451,             0.84576,            0.027077,            0.031815,          0.00019636,            0.002146,            0.002146,            0.002146
                 240,            0.034148,             0.06511,          0.00046987,             0.97809,             0.92808,              0.9549,             0.84453,            0.027084,             0.03183,          0.00019641,            0.002113,            0.002113,            0.002113
                 241,            0.034315,            0.065385,          0.00046772,             0.97778,             0.92792,             0.95469,             0.84446,            0.027104,            0.031853,          0.00019665,             0.00208,             0.00208,             0.00208
                 242,            0.034042,            0.065193,          0.00048954,              0.9801,             0.92811,             0.95481,             0.84505,            0.027096,            0.031876,          0.00019655,            0.002047,            0.002047,            0.002047
                 243,            0.033902,            0.064996,          0.00048886,              0.9789,             0.92758,             0.95425,             0.84567,            0.027101,            0.031898,          0.00019493,            0.002014,            0.002014,            0.002014
                 244,             0.03417,             0.06531,          0.00047832,             0.97814,             0.92705,              0.9544,             0.84579,            0.027083,            0.031891,          0.00019326,            0.001981,            0.001981,            0.001981
                 245,            0.034172,            0.065379,          0.00045601,             0.97874,             0.92631,             0.95432,             0.84582,             0.02705,             0.03196,           0.0001936,            0.001948,            0.001948,            0.001948
                 246,            0.033991,            0.064752,          0.00046426,             0.97727,             0.92665,             0.95404,             0.84597,            0.027067,            0.032005,          0.00019317,            0.001915,            0.001915,            0.001915
                 247,            0.033916,            0.064432,          0.00046699,             0.97771,             0.92745,             0.95426,             0.84583,            0.027088,            0.032066,          0.00019336,            0.001882,            0.001882,            0.001882
                 248,            0.034001,            0.064671,          0.00045782,             0.97783,             0.92679,             0.95467,             0.84589,            0.027108,            0.032097,          0.00019431,            0.001849,            0.001849,            0.001849
                 249,            0.033913,             0.06468,          0.00046791,             0.97913,             0.92585,             0.95465,             0.84568,            0.027121,            0.032097,          0.00019374,            0.001816,            0.001816,            0.001816
                 250,            0.034006,            0.064487,          0.00046906,             0.97821,             0.92617,             0.95433,             0.84577,            0.027129,            0.032097,          0.00019355,            0.001783,            0.001783,            0.001783
                 251,            0.033875,             0.06422,          0.00044888,             0.97915,             0.92684,             0.95427,             0.84546,            0.027136,            0.032089,          0.00019197,             0.00175,             0.00175,             0.00175
                 252,            0.033951,            0.064085,          0.00046463,             0.97854,             0.92608,             0.95422,             0.84559,            0.027123,            0.032104,          0.00019107,            0.001717,            0.001717,            0.001717
                 253,            0.033768,            0.064218,          0.00046405,              0.9794,             0.92619,             0.95493,             0.84551,            0.027122,            0.032104,          0.00018835,            0.001684,            0.001684,            0.001684
                 254,            0.033772,            0.063786,          0.00044856,             0.97984,              0.9265,             0.95454,             0.84461,            0.027111,            0.032097,          0.00018711,            0.001651,            0.001651,            0.001651
                 255,             0.03356,            0.063323,          0.00045282,             0.97941,             0.92593,             0.95435,             0.84509,            0.027115,            0.032089,          0.00018592,            0.001618,            0.001618,            0.001618
                 256,            0.033731,            0.064081,          0.00044493,             0.98096,              0.9258,             0.95434,             0.84489,            0.027119,            0.032104,          0.00018325,            0.001585,            0.001585,            0.001585
                 257,            0.033686,            0.063226,          0.00044532,              0.9806,             0.92548,             0.95501,             0.84547,            0.027127,            0.032082,          0.00018196,            0.001552,            0.001552,            0.001552
                 258,            0.033798,            0.063012,          0.00043954,             0.98062,             0.92623,             0.95503,             0.84594,            0.027108,            0.032059,           0.0001812,            0.001519,            0.001519,            0.001519
                 259,            0.033682,             0.06328,          0.00041966,             0.97925,             0.92743,             0.95447,             0.84584,            0.027089,            0.032036,          0.00017934,            0.001486,            0.001486,            0.001486
                 260,            0.033276,            0.062368,          0.00045567,             0.97942,             0.92726,             0.95485,             0.84698,            0.027082,            0.032021,          0.00017767,            0.001453,            0.001453,            0.001453
                 261,             0.03336,            0.063306,          0.00044152,             0.97976,             0.92659,             0.95444,             0.84652,            0.027071,            0.032005,          0.00017557,             0.00142,             0.00142,             0.00142
                 262,            0.033332,            0.062606,          0.00044111,             0.97997,             0.92603,             0.95515,             0.84659,            0.027072,             0.03199,          0.00017428,            0.001387,            0.001387,            0.001387
                 263,            0.033312,            0.063151,          0.00042003,             0.97958,             0.92579,             0.95493,             0.84706,            0.027075,            0.032005,          0.00017271,            0.001354,            0.001354,            0.001354
                 264,            0.033411,            0.062814,          0.00042295,             0.98007,             0.92663,             0.95472,             0.84648,            0.027085,            0.032036,          0.00017107,            0.001321,            0.001321,            0.001321
                 265,            0.033293,             0.06277,          0.00042326,             0.98041,             0.92729,             0.95594,             0.84669,            0.027075,            0.031998,          0.00016954,            0.001288,            0.001288,            0.001288
                 266,            0.033141,            0.062465,          0.00041066,             0.98028,             0.92668,             0.95484,              0.8466,             0.02707,            0.032005,          0.00016782,            0.001255,            0.001255,            0.001255
                 267,            0.033297,            0.062715,          0.00042553,             0.98117,             0.92664,             0.95477,             0.84734,            0.027067,            0.031982,          0.00016642,            0.001222,            0.001222,            0.001222
                 268,            0.033129,            0.062354,          0.00040635,             0.98055,             0.92585,             0.95432,             0.84712,             0.02706,             0.03199,          0.00016539,            0.001189,            0.001189,            0.001189
                 269,            0.033239,            0.062009,          0.00040029,             0.98089,             0.92605,             0.95429,             0.84703,            0.027053,            0.032036,          0.00016456,            0.001156,            0.001156,            0.001156
                 270,            0.033221,            0.061899,           0.0004069,             0.98089,             0.92588,             0.95428,             0.84768,            0.027045,            0.032059,          0.00016329,            0.001123,            0.001123,            0.001123
                 271,            0.033089,            0.061925,          0.00040987,              0.9809,             0.92629,             0.95527,             0.84779,            0.027039,            0.032036,          0.00016181,             0.00109,             0.00109,             0.00109
                 272,            0.032928,            0.061775,          0.00039114,             0.98047,             0.92602,             0.95536,              0.8479,             0.02704,            0.032051,          0.00016065,            0.001057,            0.001057,            0.001057
                 273,            0.033155,            0.061614,          0.00040159,             0.98011,             0.92582,             0.95541,             0.84883,            0.027036,            0.032043,          0.00015922,            0.001024,            0.001024,            0.001024
                 274,            0.033123,            0.061544,          0.00041518,             0.98003,             0.92578,             0.95537,             0.84877,            0.027039,            0.032082,          0.00015805,            0.000991,            0.000991,            0.000991
                 275,            0.033163,            0.061848,           0.0003976,             0.98003,             0.92591,             0.95532,             0.84847,            0.027029,            0.032104,          0.00015664,            0.000958,            0.000958,            0.000958
                 276,            0.032709,            0.061056,          0.00040064,             0.98004,              0.9261,             0.95519,             0.84828,            0.027038,            0.032112,          0.00015531,            0.000925,            0.000925,            0.000925
                 277,            0.032873,            0.061387,          0.00039616,             0.97958,             0.92585,              0.9552,             0.84855,            0.027043,            0.032104,          0.00015359,            0.000892,            0.000892,            0.000892
                 278,            0.032954,            0.061644,          0.00040847,             0.97958,             0.92564,             0.95416,             0.84827,            0.027044,            0.032104,          0.00015166,            0.000859,            0.000859,            0.000859
                 279,            0.032999,             0.06104,          0.00038539,             0.98002,             0.92561,             0.95421,             0.84814,            0.027055,            0.032135,          0.00015039,            0.000826,            0.000826,            0.000826
                 280,            0.032704,            0.060855,          0.00038016,             0.97917,             0.92558,             0.95431,             0.84789,            0.027059,            0.032135,           0.0001493,            0.000793,            0.000793,            0.000793
                 281,            0.032853,            0.061028,          0.00039605,             0.97959,             0.92558,              0.9553,             0.84811,            0.027064,             0.03215,          0.00014811,             0.00076,             0.00076,             0.00076
                 282,            0.032537,            0.060339,          0.00038248,             0.97917,             0.92565,             0.95424,             0.84808,            0.027067,            0.032166,           0.0001467,            0.000727,            0.000727,            0.000727
                 283,            0.032995,            0.060872,          0.00038513,             0.97916,             0.92542,             0.95428,             0.84755,            0.027063,            0.032166,          0.00014534,            0.000694,            0.000694,            0.000694
                 284,            0.032997,            0.060866,          0.00038414,             0.97917,             0.92555,             0.95513,             0.84755,            0.027066,            0.032166,          0.00014384,            0.000661,            0.000661,            0.000661
                 285,            0.032754,            0.060338,          0.00037117,             0.97959,             0.92533,             0.95564,             0.84743,            0.027066,            0.032181,          0.00014265,            0.000628,            0.000628,            0.000628
                 286,             0.03278,            0.059952,          0.00036948,             0.97951,             0.92498,              0.9543,             0.84852,            0.027068,            0.032196,          0.00014153,            0.000595,            0.000595,            0.000595
                 287,            0.032494,            0.060028,          0.00037007,              0.9796,             0.92569,              0.9547,             0.84845,            0.027071,            0.032219,          0.00014119,            0.000562,            0.000562,            0.000562
                 288,             0.03284,            0.059989,          0.00037619,              0.9796,             0.92538,              0.9546,             0.84829,            0.027075,            0.032249,          0.00014093,            0.000529,            0.000529,            0.000529
                 289,            0.032541,            0.059823,          0.00035072,              0.9796,              0.9255,             0.95452,             0.84858,            0.027081,             0.03228,           0.0001406,            0.000496,            0.000496,            0.000496
                 290,            0.032562,            0.059635,           0.0003675,             0.97941,               0.925,              0.9546,             0.84882,            0.027086,            0.032318,           0.0001405,            0.000463,            0.000463,            0.000463
                 291,            0.032347,            0.059603,           0.0003662,             0.97925,               0.925,             0.95452,              0.8489,            0.027085,            0.032341,          0.00014038,             0.00043,             0.00043,             0.00043
                 292,             0.03263,            0.059607,          0.00035339,             0.97928,             0.92458,             0.95464,             0.84869,            0.027085,            0.032372,          0.00014029,            0.000397,            0.000397,            0.000397
                 293,            0.032383,            0.059215,          0.00035966,             0.97881,             0.92453,             0.95462,             0.84872,             0.02709,            0.032394,          0.00014012,            0.000364,            0.000364,            0.000364
                 294,            0.032461,            0.059245,          0.00034961,             0.97924,             0.92582,              0.9546,              0.8491,            0.027091,            0.032417,          0.00013986,            0.000331,            0.000331,            0.000331
                 295,            0.032557,            0.058717,           0.0003513,             0.97925,             0.92618,             0.95468,             0.84898,            0.027098,            0.032433,          0.00013957,            0.000298,            0.000298,            0.000298
                 296,            0.032358,            0.059174,          0.00035339,             0.97967,             0.92609,             0.95469,             0.84908,            0.027099,            0.032448,          0.00013926,            0.000265,            0.000265,            0.000265
                 297,             0.03249,            0.058749,          0.00036909,             0.97955,             0.92615,             0.95463,             0.84881,            0.027097,            0.032463,          0.00013907,            0.000232,            0.000232,            0.000232
                 298,            0.032651,            0.058741,          0.00034347,             0.97918,             0.92619,              0.9546,             0.84875,            0.027093,            0.032486,          0.00013881,            0.000199,            0.000199,            0.000199
                 299,            0.032382,            0.058416,          0.00035398,             0.97926,             0.92629,             0.95466,             0.84885,            0.027093,            0.032516,          0.00013881,            0.000166,            0.000166,            0.000166
